0208770|BordierAmbassadeenTurquiede|Gontaut-Biron - Ambassade en Turquie de Jean de Gontaut Biron, baron de Salignac.djvu|ark:/12148/bpt6k2087705|Ambassade en Turquie de Jean de Gontaut Biron, baron de Salignac|[Bordier, Jules] - Gontaut-Biron, Théodore de (éd.)|300|<pagelist 1to3=- 4=1 4to79=roman 80=1 233=- 234=157 />|Jules Bordier
0028630|AboutLaGrececontemporaine|About - La Grèce contemporaine.djvu|ark:/12148/bpt6k28630w|La Grèce contemporaine|About, Edmond|300|<pagelist 1to4=- 5=1 />|Edmond About
0028640|AboutLaQuestionromaine|About - La Question romaine.djvu|ark:/12148/bpt6k286406|La Question romaine|About, Edmond|300|<pagelist 1to4=- 5=1 5to8=roman 9=1 257to258=- />|Edmond About
0029391|AboutCauseries|About - Causeries.djvu|ark:/12148/bpt6k29391h|Causeries|About, Edmond|300|<pagelist 1to4=- 5=1 383to384=- />|Edmond About
0066080|AboutLavieilleRoche|About - La vieille Roche : 1ère partie, le mari imprévu.djvu|ark:/12148/bpt6k660804|La vieille Roche : 1ère partie, le mari imprévu|About, Edmond|300|<pagelist 1to6=- 7=1 313=- />|Edmond About
0066156|AboutLavieilleroche|About - La vieille roche : 3e partie, Le marquis de Lanrose.djvu|ark:/12148/bpt6k66156j|La vieille roche : 3e partie, Le marquis de Lanrose|About, Edmond|300|<pagelist 1to6=- 7=1 183=- 184=177 367to368=- />|Edmond About
0066407|AboutMadelonsoninsolence|About - Madelon : son insolence le prince d’Armagne.djvu|ark:/12148/bpt6k664075|Madelon : son insolence le prince d’Armagne|About, Edmond|300|<pagelist 1to6=- 7=1 292to293=- />|Edmond About
0066408|AboutMadelonMadameJeffs|About - Madelon : Madame Jeffs.djvu|ark:/12148/bpt6k66408h|Madelon : Madame Jeffs|About, Edmond|300|<pagelist 1to4=- 5=1 282to283=- />|Edmond About
0080438|AboutLHommealoreillecassee|About - L’Homme à l’oreille cassée.djvu|ark:/12148/bpt6k80438d|L’Homme à l’oreille cassée|About, Edmond|300|<pagelist 1to9=- 10=1 293to294=- />|Edmond About
0080747|AboutGermaine|About - Germaine.djvu|ark:/12148/bpt6k807476|Germaine|About, Edmond|300|<pagelist 1to7=- 8=1 322=- />|Edmond About
0080797|AboutLeRoidesmontagnes|About - Le Roi des montagnes.djvu|ark:/12148/bpt6k80797r|Le Roi des montagnes|About, Edmond|300|<pagelist 1to8=- 9=1 255to256=- />|Edmond About
0096247|AboutNouvellesetsouvenirs|About - Nouvelles et souvenirs.djvu|ark:/12148/bpt6k96247g|Nouvelles et souvenirs|About, Edmond|300|<pagelist 1to2=- 3=1 />|Edmond About
0092057|AbramowskiLesBasespsychologiquesde|Abramowski - Les Bases psychologiques de la sociologie.djvu|ark:/12148/bpt6k920578|Les Bases psychologiques de la sociologie|Abramowski, Edward|300|<pagelist 1to4=- 5=1 />|Edward Abramowski
0092058|AbramowskiLeMaterialismehistoriqueet|Abramowski - Le Matérialisme historique et le principe du phénomène social.djvu|ark:/12148/bpt6k92058m|Le Matérialisme historique et le principe du phénomène social|Abramowski, Edward|300|<pagelist 1to4=- 5=1 />|Edward Abramowski
0085945|AbrantesLexileunerose|Abrantès - L’exilé : une rose au désert.djvu|ark:/12148/bpt6k859458|L’exilé : une rose au désert|Abrantès, Laure Junot duchesse d’|300|<pagelist 1to3=- 4=1 379to380=- />|Laure Junot Abrantès
0070817|AbundanceLesgransetmerveilleux|Abundance - Les grans et merveilleux faictz du seigneur Nemo, avec les privilèges qu’il a.djvu|ark:/12148/bpt6k70817b|Les grans et merveilleux faictz du seigneur Nemo, avec les privilèges qu’il a|Abundance, Jean d’  [Jehan d’ Abondance]|400|<pagelist />|Jean d’Abundance
0071086|AbundanceLeTestamentdeCarmentrant|Abundance - Le Testament de Carmentrant à VIII personnaiges.djvu|ark:/12148/bpt6k710866|Le Testament de Carmentrant à VIII personnaiges|Abundance, Jean d’  [Jehan d’ Abondance]|300|<pagelist />|Jean d’Abundance
0072625|AbundanceLaGuerre|Abundance - La Guerre et le débat entre la langue, les membres et le ventre.djvu|ark:/12148/bpt6k72625w|La Guerre et le débat entre la langue, les membres et le ventre|Abundance, Jean d’  [Jehan d’ Abondance]|300|<pagelist />|Jean d’Abundance
0037185|AckermannOeuvresdeLAckermann|Ackermann - Œuvres de L. Ackermann.djvu|ark:/12148/bpt6k37185r|Œuvres de L. Ackermann. Ma vie, Premières poésies, Poésies philosophiques|Ackermann, Louise|300|<pagelist 1to5=- 6=1 6to25=roman 26=- 27=3 212=- />|Louise-Victorine Ackermann
0202830|AdamSouvenirsdunmusicien|Adam - Souvenirs d’un musicien.djvu|ark:/12148/bpt6k202830f|Souvenirs d’un musicien|Adam, Adolphe|300|<pagelist 1to4=- 5=7 5to52=roman 53=- 54=1 320=- />|Adolphe Adam
0200247|AdamMespremieresarmeslitteraires|Adam - Mes premières armes littéraires et politiques.djvu|ark:/12148/bpt6k2002471|Mes premières armes littéraires et politiques|Adam, Juliette [Juliette Lamber]|300|<pagelist 1to4=- 5=1 468=- />|Juliette Adam
0075558|AdamLaMoraledessports|Adam - La Morale des sports.djvu|ark:/12148/bpt6k755589|La Morale des sports|Adam, Paul|300|<pagelist 1to8=- 9=3 480to481=- />|Paul Adam
0061676|AdelswardFersenLesCortegesquisont|Adelsward-Fersen - Les Cortèges qui sont passés.djvu|ark:/12148/bpt6k61676b|Les Cortèges qui sont passés|Adelsward-Fersen,  Jacques d’|300|<pagelist 1to5=- 6=1 184=- />|Jacques d’Adelsward-Fersen
0062004|AdelswardFersenEtlefeuseteignit|Adelsward-Fersen - Et le feu s’éteignit sur la mer.djvu|ark:/12148/bpt6k620042|Et le feu s’éteignit sur la mer...|Adelsward-Fersen,  Jacques d’|300|<pagelist 1to4=- 5=1 238=- />|Jacques d’Adelsward-Fersen
0062012|AdelswardFersenNotreDamedesmersmortes|Adelsward-Fersen - Notre-Dame des mers mortes (Venise).djvu|ark:/12148/bpt6k62012p|Notre-Dame des mers mortes (Venise)|Adelsward-Fersen,  Jacques d’|300|<pagelist 1to8=- 9=1 9to12=roman 13=1 329to330=- />|Jacques d’Adelsward-Fersen
0055627|AdemarChronique|Chabannes - Chavanon - Chronique.djvu|ark:/12148/bpt6k55627w|Chronique|Adémar de Chabannes - Chavanon, Jules (éd.)|300|<pagelist 1=1 1to51=roman 52=1 286to287=- />|Adémar de Chabannes
0080514|AdesLeLivredeGoha|Ades - Josipovici - Mirbeau - Le Livre de Goha le Simple.djvu|ark:/12148/bpt6k80514p|Le Livre de Goha le Simple|Ades, Albert - Josipovici, Albert - Mirbeau, Octave (préf.)|300|<pagelist 1to10=- 11=1 11to17=roman 18=1 />|Albert Adès;Albert Josipovici;Octave Mirbeau
0091575|AdhemarLaphilosophiedessciences|Adhémar - La philosophie des sciences et le problème religieux.djvu|ark:/12148/bpt6k91575b|La philosophie des sciences et le problème religieux|Adhémar, Robert vicomte d’|300|<pagelist 1to4=- 5=1 68=- />|Robert d’Adhémar
0023559|AgoultHistoiredelarevolution|Agoult - Histoire de la révolution de 1848, tome 1.djvu|ark:/12148/bpt6k235594|Histoire de la révolution de 1848|Agoult, Marie d’ (pseud. Daniel Stern)|300|<pagelist 1=1 1to16=roman 17=1 />|Marie d’Agoult
0023560|AgoultHistoiredelarevolution|Agoult - Histoire de la révolution de 1848, tome 2.djvu|ark:/12148/bpt6k23560b|Histoire de la révolution de 1848|Agoult, Marie d’ (pseud. Daniel Stern)|300|<pagelist 1to4=- 5=1 607to608=- />|Marie d’Agoult
0027879|AgoultHistoiredescommencements|Agoult  - Histoire des commencements de la république des Pays-Bas - 1581-1625.djvu|ark:/12148/bpt6k27879j|Histoire des commencements de la république des Pays-Bas - 1581-1625|Agoult, Marie d’ (pseud. Daniel Stern)|300|<pagelist 1to6=- 7=2 7to9=roman 10=1 458to460=- />|Marie d’Agoult
0064790|AgoultDanteetGoethe|Agoult - Dante et Goethe : dialogues.djvu|ark:/12148/bpt6k64790w|Dante et Goethe : dialogues|Agoult, Marie d’ (pseud. Daniel Stern)|300|<pagelist 1to4=- 5=1 430=- />|Marie d’Agoult
0083064|AgoultLettresrepublicaines|Agoult - Lettres républicaines.djvu|ark:/12148/bpt6k83064k|Lettres républicaines|Agoult, Marie d’ (pseud. Daniel Stern)|400|<pagelist 1to4=- 5=2 19to20=- 21=2 35to36=- 37=2 51to52=- 53=2 68=- 69=2 84=- 85=2 100=- 101=2 114to116=- 117=2 132=- 133=2 146=- />|Marie d’Agoult
0024215|AignanLaMinervefranaise|Aignan - Constant - Dumoulin - Etienne - Jay - Jouy - Lacretelle aîné - Tissot - La Minerve française, 1.djvu|ark:/12148/bpt6k24215x|La Minerve française|Aignan - Constant, B. - Dumoulin, Evariste - Etienne - Jay, A. - Jouy, E. - Lacretelle aîné - Tissot|300|<pagelist 1to2=- 3=3 />|Étienne Aignan;Benjamin Constant;Évariste Dumoulin;Charles-Guillaume Étienne;Antoine Jay;Étienne de Jouy;Pierre Louis de Lacretelle;Pierre-François Tissot
0024217|AignanLaMinervefranaise|Aignan - Constant - Dumoulin - Etienne - Jay - Jouy - Lacretelle aîné - Tissot - La Minerve française, 3.djvu|ark:/12148/bpt6k24217m|La Minerve française|Aignan - Constant, B. - Dumoulin, Evariste - Etienne - Jay, A. - Jouy, E. - Lacretelle aîné - Tissot|300|<pagelist 1to3=- 4=3 />|Étienne Aignan;Benjamin Constant;Évariste Dumoulin;Charles-Guillaume Étienne;Antoine Jay;Étienne de Jouy;Pierre Louis de Lacretelle;Pierre-François Tissot
0024218|AignanLaMinervefranaise|Aignan - Constant - Dumoulin - Etienne - Jay - Jouy - Lacretelle aîné - Tissot - La Minerve française, 4.djvu|ark:/12148/bpt6k24218z|La Minerve française|Aignan - Constant, B. - Dumoulin, Evariste - Etienne - Jay, A. - Jouy, E. - Lacretelle aîné - Tissot|300|<pagelist 1to2=- 3=3 />|Étienne Aignan;Benjamin Constant;Évariste Dumoulin;Charles-Guillaume Étienne;Antoine Jay;Étienne de Jouy;Pierre Louis de Lacretelle;Pierre-François Tissot
0024220|AignanLaMinervefranaise|Aignan - Constant - Dumoulin - Etienne - Jay - Jouy - Lacretelle aîné - Tissot - La Minerve française, 6.djvu|ark:/12148/bpt6k24220h|La Minerve française|Aignan - Constant, B. - Dumoulin, Evariste - Etienne - Jay, A. - Jouy, E. - Lacretelle aîné - Tissot|300|<pagelist 1to2=- 3=3 />|Étienne Aignan;Benjamin Constant;Évariste Dumoulin;Charles-Guillaume Étienne;Antoine Jay;Étienne de Jouy;Pierre Louis de Lacretelle;Pierre-François Tissot
0024221|AignanLaMinervefranaise|Aignan - Constant - Dumoulin - Etienne - Jay - Jouy - Lacretelle aîné - Tissot - La Minerve française, 7.djvu|ark:/12148/bpt6k24221v|La Minerve française|Aignan - Constant, B. - Dumoulin, Evariste - Etienne - Jay, A. - Jouy, E. - Lacretelle aîné - Tissot|300|<pagelist 1to3=- 4=3 629=- />|Étienne Aignan;Benjamin Constant;Évariste Dumoulin;Charles-Guillaume Étienne;Antoine Jay;Étienne de Jouy;Pierre Louis de Lacretelle;Pierre-François Tissot
0024222|AignanLaMinervefranaise|Aignan - Constant - Dumoulin - Etienne - Jay - Jouy - Lacretelle aîné - Tissot - La Minerve française, 8.djvu|ark:/12148/bpt6k242226|La Minerve française|Aignan - Constant, B. - Dumoulin, Evariste - Etienne - Jay, A. - Jouy, E. - Lacretelle aîné - Tissot|300|<pagelist 1to2=- 3=3 644=- />|Étienne Aignan;Benjamin Constant;Évariste Dumoulin;Charles-Guillaume Étienne;Antoine Jay;Étienne de Jouy;Pierre Louis de Lacretelle;Pierre-François Tissot
0055003|AimardLeforestier|Aimard - Le forestier.djvu|ark:/12148/bpt6k550037|Le forestier|Aimard, Gustave|300|<pagelist 1to6=- 7=2 210to211=- />|Gustave Aimard
0080266|AimardLamainferme|Aimard - La main ferme.djvu|ark:/12148/bpt6k802663|La main ferme|Aimard, Gustave|300|<pagelist 1to2=- 3=1 507to509=- />|Gustave Aimard
0082311|AimardLesPeauxRougesdeParis|Aimard - Les Peaux-Rouges de Paris.djvu|ark:/12148/bpt6k82311k|Les Peaux-Rouges de Paris|Aimard, Gustave|400|<pagelist 1to12=- 13=2 453=- 454=443 456to458=- />|Gustave Aimard
0096365|AimardParmeretpar|Aimard - Par mer et par terre : le corsaire.djvu|ark:/12148/bpt6k96365p|Par mer et par terre : le corsaire|Aimard, Gustave|300|<pagelist 1to8=- 9=1 />|Gustave Aimard
0096366|AimardParmeretpar|Aimard - Par mer et par terre : le batard.djvu|ark:/12148/bpt6k963661|Par mer et par terre : le batard|Aimard, Gustave|300|<pagelist 1to7=- 8=1 />|Gustave Aimard
0099799|AimardOursontetedefer|Aimard - Ourson-tête-de-fer.djvu|ark:/12148/bpt6k99799t|Ourson-tête-de-fer|Aimard, Gustave|300|<pagelist 1to10=- 11=1 373=- />|Gustave Aimard
0080235|AimardCoeurdepanthere|Aimard, Auriac - Cœur de panthère.djvu|ark:/12148/bpt6k80235t|Cœur de panthère|Aimard, Gustave - Auriac,  Jules-Berlioz d’|300|<pagelist 1to5=- 6=1 225=- 226=220 231to232=- />|Gustave Aimard;Jules Berlioz d'Auriac
0096357|AimardJimlIndien|Aimard, Auriac - Jim l’Indien.djvu|ark:/12148/bpt6k963572|Jim l’Indien|Aimard, Gustave - Auriac,  Jules-Berlioz d’|300|<pagelist 1to3=- 4=1 230=- />|Gustave Aimard;Jules Berlioz d'Auriac
0096358|AimardLesForestiersduMichigan|Aimard, Auriac - Les Forestiers du Michigan.djvu|ark:/12148/bpt6k96358d|Les Forestiers du Michigan|Aimard, Gustave - Auriac,  Jules-Berlioz d’|300|<pagelist 1to3=- 4=1 50=- 51=47 235=- />|Gustave Aimard;Jules Berlioz d'Auriac
0063201|AimardLAigleNoirdesDacotahs|Aimard, Auriac - L’Aigle-Noir des Dacotahs.djvu|ark:/12148/bpt6k63201t|L’Aigle-Noir des Dacotahs|Aimard, Gustave - Auriac, J.-B. d’|300|<pagelist 1=- 2=1 222to246=- />|Gustave Aimard;Jules Berlioz d'Auriac
0063202|AimardLesPiedsfourchus|Aimard, Auriac - Les Pieds fourchus.djvu|ark:/12148/bpt6k632025|Les Pieds fourchus|Aimard, Gustave - Auriac, J.-B. d’|300|<pagelist 1=- 2=1 227to250=- />|Gustave Aimard;Jules Berlioz d'Auriac
0063205|AimardLeMangeurdepoudre|Aimard, Auriac - Le Mangeur de poudre.djvu|ark:/12148/bpt6k632056|Le Mangeur de poudre|Aimard, Gustave - Auriac, J.-B. d’|300|<pagelist 1=- 2=1 33=- 34=32 71=- 72=69 108=- 109=105 145=- 146=141 182=- 183=177 219=- 220=213 236to250=- />|Gustave Aimard;Jules Berlioz d'Auriac
0028491|AimeMartinPlandunebibliothequeuniverselle|Aimé-Martin - Plan d’une bibliothèque universelle.djvu|ark:/12148/bpt6k28491j|Plan d’une bibliothèque universelle. Étude des livres qui peuvent servir à l’histoire philosophique et littéraire du genre humain, suivi du Catalogue des chefs d’œuvre de toutes les langues et des ouvrages originaux de tous les peuples|Aimé-Martin, L.|300|<pagelist 1to6=- 7=1 551to554=- />|Louis-Aimé Martin
0110038|AlainLesgrandescroniquesde|Bouchart - Les grandes croniques de Bretaigne composées en 1514.djvu|ark:/12148/bpt6k110038g|Les grandes croniques de Bretaigne composées en 1514|Alain Bouchart - Le Meignen, H. (éd.)|300|<pagelist />|Alain Bouchart
0063188|AlbalatLeMaldecrire|Albalat - Le  Mal d’écrire et le roman contemporain.djvu|ark:/12148/bpt6k63188f|Le  Mal d’écrire et le roman contemporain|Albalat, Antoine|300|<pagelist 1to9=- 10=1 352=- />|Antoine Albalat
0094613|AlbertHistoiredesCroisades|Aix - Histoire des Croisades, tome 1.djvu|ark:/12148/bpt6k94613s|Histoire des Croisades - Histoire des Francs qui ont pris Jérusalem|Albert d’Aix - Raimond d’Agiles - Guizot, François (éd.)|400|<pagelist 1=- 2=1 2to10=roman 11=- 12=1 />|Raymond d’Agiles;Albert d’Aix;François Guizot
0094614|AlbertHistoiredesCroisades|Aix - Histoire des Croisades, tome 2.djvu|ark:/12148/bpt6k946144|Histoire des Croisades - Histoire des Francs qui ont pris Jérusalem|Albert d’Aix - Raimond d’Agiles - Guizot, François (éd.)|400|<pagelist 1to5=- 6=1 />|Raymond d’Agiles;Albert d’Aix;François Guizot
0075630|AlembertLaSuppressiondesjesuites|Alembert - La Suppression des jésuites.djvu|ark:/12148/bpt6k756306|La Suppression des jésuites|Alembert, Jean Le Rond d’|300|<pagelist 1to6=- 7=1 39=- />|Jean le Rond d’Alembert
0061983|AlembertTroismoisala|Alembert - Trois mois à la cour de Fréderic : lettres inédites.djvu|ark:/12148/bpt6k61983f|Trois mois à la cour de Fréderic : lettres inédites|Alembert, Jean Le Rond d’ - Maugras, G. (éd.)|300|<pagelist 1to7=- 8=1 99=- />|Jean le Rond d’Alembert
0068786|AlexisMadameMeuriotmoeurs|Alexis - Madame Meuriot : mœurs parisiennes.djvu|ark:/12148/bpt6k68786m|Madame Meuriot : moeurs parisiennes|Alexis, Paul|300|<pagelist 1to9=- 10=1 465=- 466=456 />|Paul Alexis
0083190|AlexisLeCollage|Alexis - Le Collage.djvu|ark:/12148/bpt6k83190d|Le Collage|Alexis, Paul|400|<pagelist 1to10=- 11=8 260=- />|Paul Alexis
0083980|AlfieriDelaTyrannie|Alfieri - De la Tyrannie.djvu|ark:/12148/bpt6k839809|De la Tyrannie|Alfieri, Vittorio|300|<pagelist 1=1 1to7=roman 8=- 9=1 204=- />|Vittorio Alfieri
0069125|AllaisAsetordre|Allais - À se tordre : histoires chatnoiresques.djvu|ark:/12148/bpt6k691250|A se tordre : histoires chatnoiresques|Allais, Alphonse|300|<pagelist 1to7=- 8=1 13=- 14=6 />|Alphonse Allais
0080843|Allaissetordre|Allais - À se tordre.djvu|ark:/12148/bpt6k808433|À se tordre|Allais, Alphonse|300|<pagelist 1to3=- 4=3 />|Alphonse Allais
0091325|AllaisDeuxetdeuxfont|Allais - Deux et deux font cinq (2+2=5).djvu|ark:/12148/bpt6k913257|Deux et deux font cinq (2+2=5)|Allais, Alphonse|300|<pagelist 1to8=- 9=1 352=- />|Alphonse Allais
0064820|AlletzDiscourssurlapuissance|Alletz - Discours sur la puissance et la ruine de la République de Venise.djvu|ark:/12148/bpt6k648200|Discours sur la puissance et la ruine de la République de Venise|Alletz,  Edouard|300|<pagelist 1=- 2=1 />|Édouard Alletz
0039361|AlletzDelademocratienouvelle|Alletz - De la démocratie nouvelle, ou des mœurs et de la puissance des classes moyennes en France.djvu|ark:/12148/bpt6k39361s|De la démocratie nouvelle, ou des mœurs et de la puissance des classes moyennes en France|Alletz, Edouard|300|<pagelist 1to4=- 5=1 420=- />|Édouard Alletz
0095215|AlletzGenieduXIXesiecle|Alletz - Génie du XIXe siècle, ou esquisse des progrès de l’esprit humain depuis 1800 jusqu’à nos jours.djvu|ark:/12148/bpt6k95215m|Génie du XIXe siècle, ou esquisse des progrès de l’esprit humain depuis 1800 jusqu’à nos jours|Alletz, Edouard|300|<pagelist 1to6=- 7=1 7to56=roman 57=1 438=- 439=1 439to442=roman />|Édouard Alletz
0095216|AlletzHarmoniesdelintelligencehumaine|Alletz - Harmonies de l’intelligence humaine, tome 1.djvu|ark:/12148/bpt6k95216z|Harmonies de l’intelligence humaine|Alletz, Edouard|300|<pagelist 1to2=- 3=1 3to21=roman 22=1 />|Édouard Alletz
0095225|AlletzSignesdelespritnouveau|Alletz - Signes de l’esprit nouveau dans le Parlement.djvu|ark:/12148/bpt6k95225x|Signes de l’esprit nouveau dans le Parlement|Alletz, Edouard|300|<pagelist 1to2=- 3=1 18=- />|Édouard Alletz
0095226|AlletzHarmoniesdelintelligencehumaine|Alletz - Harmonies de l’intelligence humaine, tome 2.djvu|ark:/12148/bpt6k952268|Harmonies de l’intelligence humaine|Alletz, Edouard|300|<pagelist 1to5=- 6=1 />|Édouard Alletz
0095227|AlletzMaladiesdusiecle|Alletz - Maladies du siècle.djvu|ark:/12148/bpt6k95227m|Maladies du siècle|Alletz, Edouard|300|<pagelist 1to5=- 6=1 382=- />|Édouard Alletz
0091383|AlzogHistoireuniverselledelEglise|Alzog - Histoire universelle de l’Église, tome 1.djvu|ark:/12148/bpt6k91383d|Histoire universelle de l’Église|Alzog, Johann|300|<pagelist 1to3=- 4=1 4to18=roman 19=1 316=- 317=298 552to554=- 555=533 />|Johann Alzog
0091384|AlzogHistoireuniverselledelEglise|Alzog - Histoire universelle de l’Église, tome 2.djvu|ark:/12148/bpt6k91384r|Histoire universelle de l’Église|Alzog, Johann|300|<pagelist 1to4=- 5=1 633to634=- 635=629 />|Johann Alzog
0091385|AlzogHistoireuniverselledelEglise|Alzog - Histoire universelle de l’Église, tome 3.djvu|ark:/12148/bpt6k913853|Histoire universelle de l’Église|Alzog, Johann|300|<pagelist 1to3=- 4=1 />|Johann Alzog
0091386|AlzogHistoireuniverselledelEglise|Alzog - Histoire universelle de l’Eglise, tome 4.djvu|ark:/12148/bpt6k91386f|Histoire universelle de l’Église|Alzog, Johann|300|<pagelist 1to3=- 4=1 4to11=roman 12=1 />|Johann Alzog
0030710|AmpereLhistoireromaineaRome|Ampère - L’histoire romaine à Rome, tome 2.djvu|ark:/12148/bpt6k30710t|L’histoire romaine à Rome|Ampère, Jean-Jacques|300|<pagelist 1to4=- 5=1 583to584=- />|Johann Alzog
0030711|AmpereLhistoireromaineaRome|Ampère - L’histoire romaine à Rome, tome 3.djvu|ark:/12148/bpt6k307115|L’histoire romaine à Rome|Ampère, Jean-Jacques|300|<pagelist 1to4=- 5=1 629to630=- />|Jean-Jacques Ampère
0062827|AncelotLessalonsdeParis|Ancelot - Les salons de Paris : foyers éteints.djvu|ark:/12148/bpt6k62827x|Les salons de Paris : foyers éteints|Ancelot, Virginie|300|<pagelist 1to7=- 8=1 253=- />|Virginie Ancelot
0004050|AnonymeHuguesCapet|Anonyme - Hugues Capet.djvu|ark:/12148/bpt6k40505|Hugues Capet|Anonyme|300|<pagelist 1to8=- 9=1 9to190=roman 191to192=- 193=1 />|Anonyme
0005018|AnonymeBrundeLaMontaigne|Anonyme - Brun de La Montaigne.djvu|ark:/12148/bpt6k5018r|Brun de La Montaigne|Anonyme|300|<pagelist 1to6=- 7=6 7to17=roman 18=- 19=2 169to170=- />|Anonyme
0005022|AnonymeDaureletBeton|Anonyme - Daurel et Beton.djvu|ark:/12148/bpt6k50225|Daurel et Beton|Anonyme|300|<pagelist 1to5=- 6=2 6to124=roman 125=- 126=2 232to234=- />|Anonyme
0005024|AnonymeEliedeSaintGilles|Anonyme - Elie de Saint Gilles.djvu|ark:/12148/bpt6k5024s|Elie de Saint Gilles|Anonyme|300|<pagelist 1to4=- 5=1 5to48=roman 49=1 253to254=- />|Anonyme
0005025|AnonymeFlorencedeRome|Anonyme - Florence de Rome, tome 1.djvu|ark:/12148/bpt6k50253|Florence de Rome|Anonyme|300|<pagelist 1to6=- 7=1 303to306=- />|Anonyme
